frame,class_id,class_name,confidence,bbox
0,5,marine mammal,0.08778498321771622,"[2061.97412109375, 927.3612060546875, 2135.55224609375, 1109.9486083984375]"
30,5,marine mammal,0.28617918491363525,"[2071.7724609375, 1308.41748046875, 2178.13671875, 1477.021484375]"
60,5,marine mammal,0.5667048096656799,"[2164.24365234375, 1505.98876953125, 2315.25634765625, 1647.239013671875]"
60,0,whale,0.2294239103794098,"[2247.89990234375, 1422.1258544921875, 2363.45556640625, 1537.9161376953125]"
60,0,whale,0.1793704628944397,"[2167.5712890625, 1506.228759765625, 2315.4296875, 1647.202880859375]"
60,5,marine mammal,0.14942128956317902,"[2071.0302734375, 1531.798095703125, 2126.6533203125, 1638.530029296875]"
90,0,whale,0.23722751438617706,"[2253.88427734375, 1595.98828125, 2461.99560546875, 1682.11767578125]"
90,0,whale,0.22892946004867554,"[2343.9736328125, 1504.009765625, 2501.580078125, 1566.19677734375]"
120,0,whale,0.3545214533805847,"[2337.30859375, 1480.765625, 2567.001953125, 1545.22900390625]"
120,0,whale,0.2788275182247162,"[2231.91943359375, 1571.968505859375, 2426.92626953125, 1627.093017578125]"
120,0,whale,0.13808418810367584,"[2444.76611328125, 1358.0782470703125, 2616.505859375, 1429.3209228515625]"
150,0,whale,0.3414788842201233,"[2445.4541015625, 1349.2861328125, 2673.84912109375, 1465.462890625]"
150,0,whale,0.21178530156612396,"[2336.8896484375, 1511.9091796875, 2544.9375, 1571.6767578125]"
150,4,dorsal fin,0.15848177671432495,"[2444.61181640625, 1347.4658203125, 2674.47705078125, 1466.45458984375]"
150,0,whale,0.14990153908729553,"[2565.486328125, 1207.55712890625, 2697.8642578125, 1332.409912109375]"
180,0,whale,0.19049419462680817,"[2448.21142578125, 1497.5982666015625, 2681.75048828125, 1577.8221435546875]"
180,0,whale,0.09827462583780289,"[2498.1923828125, 1253.3521728515625, 2820.888671875, 1467.9110107421875]"
210,0,whale,0.10564794391393661,"[2505.69677734375, 1045.26708984375, 2948.52294921875, 1647.63427734375]"
270,5,marine mammal,0.05844266712665558,"[2423.120361328125, 858.115478515625, 3107.234619140625, 1820.638916015625]"
300,5,marine mammal,0.09294699132442474,"[2217.3818359375, 819.80224609375, 3031.4189453125, 1960.943603515625]"
300,0,whale,0.057145603001117706,"[2218.66748046875, 820.468994140625, 3034.54736328125, 1961.642822265625]"
330,5,marine mammal,0.25173068046569824,"[1962.5426025390625, 795.998291015625, 2875.33349609375, 2068.32080078125]"
330,5,marine mammal,0.16916528344154358,"[2657.9150390625, 1173.7874755859375, 2843.95068359375, 1469.5306396484375]"
330,0,whale,0.060986101627349854,"[2660.470703125, 1174.9263916015625, 2839.830078125, 1468.7288818359375]"
330,5,marine mammal,0.05286165326833725,"[2548.013671875, 802.9685668945312, 2875.4912109375, 1456.650146484375]"
360,0,whale,0.2399953156709671,"[2464.978515625, 771.1826171875, 2637.31982421875, 1029.575927734375]"
360,0,whale,0.23996730148792267,"[2585.810302734375, 835.610595703125, 2796.605224609375, 1178.978515625]"
360,5,marine mammal,0.21850714087486267,"[2579.05322265625, 831.40576171875, 2794.76416015625, 1190.366455078125]"
360,0,whale,0.17406600713729858,"[2587.51171875, 1104.13134765625, 2781.4970703125, 1404.63330078125]"
360,5,marine mammal,0.16925658285617828,"[2589.23974609375, 1098.651123046875, 2783.71630859375, 1400.473388671875]"
360,5,marine mammal,0.16436904668807983,"[2467.849609375, 768.0242919921875, 2636.75634765625, 1028.4317626953125]"
360,0,whale,0.0519249401986599,"[1769.6571044921875, 1098.987548828125, 2588.650390625, 2124.552490234375]"
390,0,whale,0.5660552978515625,"[2515.8955078125, 836.1097412109375, 2707.11767578125, 1189.6126708984375]"
390,5,marine mammal,0.40864431858062744,"[2517.97412109375, 836.991943359375, 2708.91162109375, 1195.152587890625]"
390,0,whale,0.2944994270801544,"[2492.933349609375, 1103.708740234375, 2744.726806640625, 1447.690185546875]"
390,0,whale,0.29034870862960815,"[2374.664794921875, 802.2342529296875, 2537.543212890625, 1075.2608642578125]"
390,5,marine mammal,0.058646850287914276,"[2383.114501953125, 805.2540893554688, 2742.080810546875, 1453.276611328125]"
420,0,whale,0.5451624989509583,"[2444.65869140625, 888.6972045898438, 2687.35791015625, 1284.4345703125]"
420,0,whale,0.34566912055015564,"[2477.05810546875, 1154.0130615234375, 2751.1025390625, 1490.4698486328125]"
420,0,whale,0.2605816125869751,"[2311.9248046875, 897.9677734375, 2489.4560546875, 1154.18896484375]"
450,0,whale,0.5945967435836792,"[2403.89404296875, 985.09228515625, 2706.80859375, 1331.31396484375]"
450,0,whale,0.593873143196106,"[2503.721923828125, 1247.0107421875, 2812.913330078125, 1554.27783203125]"
450,0,whale,0.5695033669471741,"[2249.396728515625, 1000.51708984375, 2514.594970703125, 1280.686279296875]"
480,5,marine mammal,0.48291704058647156,"[2422.78857421875, 1095.33447265625, 2764.142578125, 1438.880859375]"
480,5,marine mammal,0.4184216558933258,"[2536.2255859375, 1363.1363525390625, 2881.37451171875, 1629.6666259765625]"
480,0,whale,0.14192582666873932,"[2421.313232421875, 1092.6719970703125, 2760.681884765625, 1433.9449462890625]"
480,0,whale,0.1311587691307068,"[2580.5439453125, 1364.709228515625, 2881.5234375, 1578.552978515625]"
480,5,marine mammal,0.0859149768948555,"[2184.8974609375, 1102.97802734375, 2767.46826171875, 1476.4765625]"
480,5,marine mammal,0.06110084429383278,"[2583.88330078125, 1365.68359375, 2880.8935546875, 1574.0791015625]"
480,0,whale,0.05500340461730957,"[2535.53466796875, 1363.8955078125, 2882.75634765625, 1632.07763671875]"
510,5,marine mammal,0.7278380990028381,"[2036.013916015625, 1187.792236328125, 2458.592529296875, 1670.72412109375]"
510,0,whale,0.41864535212516785,"[2570.54052734375, 1383.5467529296875, 2892.17041015625, 1642.5811767578125]"
510,0,whale,0.3397274911403656,"[2422.87158203125, 1132.035888671875, 2744.7900390625, 1421.344482421875]"
540,0,whale,0.39920833706855774,"[2588.770263671875, 1292.715087890625, 2875.087158203125, 1611.262939453125]"
540,0,whale,0.38795340061187744,"[2401.650390625, 1074.6995849609375, 2734.4873046875, 1400.9510498046875]"
540,5,marine mammal,0.34945619106292725,"[2288.5029296875, 1128.861328125, 2452.1279296875, 1309.98291015625]"
540,5,marine mammal,0.3412396311759949,"[1901.4490966796875, 1128.0927734375, 2452.6357421875, 1766.37939453125]"
540,0,whale,0.33065205812454224,"[2289.310546875, 1130.877685546875, 2450.359375, 1307.228271484375]"
540,0,whale,0.20886707305908203,"[1901.7818603515625, 1128.4007568359375, 2453.46435546875, 1769.2156982421875]"
570,0,whale,0.2631978690624237,"[2603.2646484375, 1163.8619384765625, 2816.150390625, 1558.2169189453125]"
570,0,whale,0.21522247791290283,"[2418.55615234375, 970.6685791015625, 2697.52001953125, 1350.7098388671875]"
570,0,whale,0.19652937352657318,"[2261.8720703125, 1035.0206298828125, 2440.9462890625, 1266.2569580078125]"
570,5,marine mammal,0.17239637672901154,"[1762.3017578125, 1241.079345703125, 2280.82080078125, 1815.107177734375]"
570,0,whale,0.13357684016227722,"[1573.032470703125, 2238.454833984375, 1672.149658203125, 2315.888427734375]"
570,0,whale,0.11629969626665115,"[1761.3349609375, 1234.9981689453125, 2276.18115234375, 1817.7984619140625]"
570,5,marine mammal,0.061634648591279984,"[1570.23291015625, 2239.130615234375, 1671.770263671875, 2315.991943359375]"
570,5,marine mammal,0.057051077485084534,"[1758.632080078125, 1042.545654296875, 2437.121826171875, 1812.990966796875]"
600,0,whale,0.26140347123146057,"[2473.916015625, 871.5975341796875, 2684.46337890625, 1223.2677001953125]"
600,0,whale,0.21966280043125153,"[2261.958984375, 934.91064453125, 2445.28955078125, 1207.6787109375]"
600,0,whale,0.16961787641048431,"[1630.105224609375, 1237.260009765625, 2215.386962890625, 1867.770751953125]"
600,5,marine mammal,0.14476361870765686,"[2654.65576171875, 1069.75, 2757.68212890625, 1445.55517578125]"
600,0,whale,0.08242039382457733,"[2653.544677734375, 1071.3662109375, 2751.552978515625, 1448.37060546875]"
630,0,whale,0.12900368869304657,"[2316.3232421875, 825.51416015625, 2476.1318359375, 1108.7066650390625]"
630,0,whale,0.07519311457872391,"[2523.438232421875, 769.3848876953125, 2718.687255859375, 1306.6361083984375]"
630,5,marine mammal,0.06958603113889694,"[2524.48779296875, 771.950927734375, 2713.36083984375, 1275.619873046875]"
630,0,whale,0.05974981188774109,"[1567.84326171875, 1230.52001953125, 2207.2578125, 1898.466796875]"
660,5,marine mammal,0.09014030545949936,"[1529.33154296875, 1244.669677734375, 2173.0107421875, 1974.757568359375]"
660,4,dorsal fin,0.06092747673392296,"[2391.53515625, 725.4776611328125, 2541.962890625, 1023.2239990234375]"
690,0,whale,0.17210538685321808,"[2614.70166015625, 672.50390625, 2749.31396484375, 1067.59716796875]"
690,0,whale,0.07792967557907104,"[2576.8095703125, 670.547607421875, 2751.54296875, 1107.1717529296875]"
690,5,marine mammal,0.057920899242162704,"[2422.77001953125, 674.732421875, 2749.23388671875, 1136.307861328125]"
720,5,marine mammal,0.6337282061576843,"[2584.4345703125, 741.11181640625, 2693.310546875, 1172.76220703125]"
720,0,whale,0.4540567696094513,"[2582.5712890625, 743.2984619140625, 2692.08349609375, 1168.7279052734375]"
720,5,marine mammal,0.3866015076637268,"[2445.128662109375, 775.703125, 2514.456298828125, 1032.966552734375]"
720,0,whale,0.14487524330615997,"[2303.865234375, 973.498291015625, 2513.36474609375, 1180.555419921875]"
720,5,marine mammal,0.11794358491897583,"[2303.37939453125, 777.6015014648438, 2525.25390625, 1185.43408203125]"
720,4,dorsal fin,0.10112342238426208,"[2303.79833984375, 972.640869140625, 2515.01416015625, 1178.268310546875]"
720,0,whale,0.0714184120297432,"[2449.064453125, 777.163330078125, 2512.51171875, 1043.8505859375]"
720,0,whale,0.0627467930316925,"[1802.12158203125, 1680.079345703125, 2044.69091796875, 1922.096923828125]"
720,5,marine mammal,0.055347662419080734,"[2301.6640625, 767.8138427734375, 2689.40771484375, 1188.9095458984375]"
750,0,whale,0.5831634998321533,"[2276.53515625, 996.1405029296875, 2507.3095703125, 1269.8480224609375]"
750,0,whale,0.42437660694122314,"[2474.876953125, 810.6478271484375, 2546.05078125, 1110.1448974609375]"
750,0,whale,0.37392136454582214,"[2614.060546875, 764.6571655273438, 2737.60888671875, 1204.16796875]"
780,0,whale,0.35640355944633484,"[2362.78466796875, 973.6904296875, 2498.2568359375, 1294.75]"
780,0,whale,0.18451137840747833,"[2734.548828125, 772.249267578125, 2838.16015625, 1159.93017578125]"
780,0,whale,0.10029967874288559,"[2589.978515625, 818.64990234375, 2662.15234375, 1106.651123046875]"
810,0,whale,0.14275780320167542,"[2607.17041015625, 874.754150390625, 2719.19189453125, 1162.585205078125]"
810,0,whale,0.09661086648702621,"[2773.134521484375, 834.636474609375, 2896.636962890625, 1184.457763671875]"
810,5,marine mammal,0.09658132493495941,"[2607.57568359375, 875.8038330078125, 2719.4453125, 1167.2784423828125]"
810,0,whale,0.0895497277379036,"[2382.289306640625, 1022.1376953125, 2491.996337890625, 1378.253173828125]"
840,0,whale,0.4820614755153656,"[2568.107666015625, 938.83447265625, 2750.496826171875, 1230.502685546875]"
840,0,whale,0.3383166193962097,"[2291.05078125, 1049.785400390625, 2509.67333984375, 1425.744873046875]"
840,5,marine mammal,0.17640112340450287,"[2286.1494140625, 1059.405029296875, 2478.57763671875, 1424.002685546875]"
840,5,marine mammal,0.12296529859304428,"[2717.98388671875, 891.480712890625, 2969.76904296875, 1285.443603515625]"
840,0,whale,0.11113131791353226,"[2759.431640625, 893.129150390625, 2968.1982421875, 1139.388916015625]"
840,0,whale,0.09524841606616974,"[2720.224853515625, 891.64013671875, 2969.685302734375, 1284.0908203125]"
840,5,marine mammal,0.0556897334754467,"[2688.290771484375, 1077.512451171875, 2827.964111328125, 1310.547119140625]"
870,5,marine mammal,0.616448700428009,"[2201.47021484375, 1100.726318359375, 2470.92529296875, 1598.366455078125]"
870,5,marine mammal,0.4339320659637451,"[2503.2763671875, 968.1689453125, 2892.44140625, 1415.876953125]"
870,0,whale,0.18297705054283142,"[2500.20458984375, 967.840087890625, 2892.52001953125, 1419.181640625]"
870,0,whale,0.17481505870819092,"[2199.76220703125, 1099.486572265625, 2473.52294921875, 1596.917724609375]"
870,5,marine mammal,0.07627195119857788,"[2199.2109375, 965.8643188476562, 2903.6845703125, 1603.02734375]"
900,5,marine mammal,0.8045814633369446,"[2103.6748046875, 1117.1162109375, 2440.27978515625, 1717.44970703125]"
900,5,marine mammal,0.5152142643928528,"[2423.99072265625, 1035.451416015625, 2826.06396484375, 1513.228759765625]"
900,0,whale,0.23902030289173126,"[2430.84619140625, 1032.86181640625, 2823.57177734375, 1513.09912109375]"
900,0,whale,0.08246981352567673,"[2109.833984375, 1127.852783203125, 2436.26904296875, 1709.218505859375]"
900,5,marine mammal,0.07398686558008194,"[2098.401123046875, 1030.543701171875, 2843.094482421875, 1721.302001953125]"
900,0,whale,0.0618879459798336,"[2232.467529296875, 1127.101318359375, 2434.119873046875, 1448.79443359375]"
900,0,whale,0.05042440816760063,"[2092.498779296875, 1028.150634765625, 2846.986572265625, 1729.8994140625]"
930,5,marine mammal,0.5213017463684082,"[2272.906005859375, 1064.669921875, 2759.301513671875, 1667.507568359375]"
