frame,track_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y
0,1,marine mammal,0.4550917148590088,2011.2540283203125,293.8829040527344,2209.663818359375,374.13153076171875,2110,334
63,2,whale,0.44444021582603455,2048.230224609375,841.5699462890625,2361.261474609375,953.778076171875,2204,897
66,2,marine mammal,0.6798507571220398,2027.908935546875,816.6190795898438,2372.97509765625,967.3364868164062,2200,891
72,2,marine mammal,0.7057511806488037,1990.3245849609375,751.3861083984375,2317.33984375,905.6281127929688,2153,828
75,2,whale,0.4854179322719574,1974.22998046875,723.5951538085938,2311.60986328125,846.177490234375,2142,784
78,2,marine mammal,0.7760246396064758,1954.346923828125,686.6265258789062,2313.79541015625,856.7760009765625,2134,771
81,2,marine mammal,0.8282430768013,1943.35986328125,651.4515991210938,2302.972412109375,827.7340087890625,2123,739
84,2,marine mammal,0.7993923425674438,1935.2200927734375,616.967041015625,2302.342041015625,795.0529174804688,2118,706
87,2,marine mammal,0.8129531741142273,1927.089111328125,586.6064453125,2292.46142578125,772.1942749023438,2109,679
90,2,marine mammal,0.5805610418319702,1913.0072021484375,608.55615234375,2278.21240234375,817.03564453125,2095,712
99,3,marine mammal,0.8003221154212952,1841.948486328125,750.2437744140625,2208.762939453125,955.8631591796875,2025,853
102,3,marine mammal,0.8038750886917114,1816.9893798828125,785.5140380859375,2191.418701171875,993.733154296875,2004,889
105,3,whale,0.6444003582000732,1794.64453125,787.735107421875,2170.748291015625,984.4244384765625,1982,886
108,3,whale,0.5452914237976074,1778.586181640625,740.0604858398438,2147.5458984375,929.5936889648438,1963,834
111,3,whale,0.5387794375419617,1762.4505615234375,665.836669921875,2137.210205078125,875.7145385742188,1949,770
114,3,marine mammal,0.7093659043312073,1747.35498046875,545.9146728515625,2125.77392578125,772.0382080078125,1936,658
117,2,whale,0.5295112133026123,1731.752685546875,424.1153869628906,2117.89208984375,647.6812744140625,1924,535
120,2,whale,0.38155391812324524,1727.352294921875,429.3431396484375,2114.03369140625,651.97998046875,1920,540
123,3,marine mammal,0.48480287194252014,1716.8060302734375,448.7580871582031,2104.46142578125,676.7528686523438,1910,562
126,3,whale,0.6118065118789673,1715.0457763671875,467.65814208984375,2101.339599609375,696.2708740234375,1908,581
129,3,whale,0.49796247482299805,1716.8404541015625,479.69677734375,2101.2216796875,713.4644775390625,1909,596
132,3,whale,0.6286661624908447,1720.40087890625,495.36895751953125,2108.043212890625,732.8309326171875,1914,614
135,3,whale,0.4373129904270172,1726.9716796875,511.667724609375,2108.449951171875,743.419189453125,1917,627
138,3,whale,0.4170984923839569,1730.2926025390625,522.8530883789062,2114.400146484375,766.8856201171875,1922,644
141,3,whale,0.3929513394832611,1741.972412109375,536.53955078125,2122.806884765625,779.286865234375,1932,657
144,3,whale,0.3651050925254822,1750.9482421875,523.3672485351562,2127.52880859375,768.6533203125,1939,646
147,3,whale,0.5187130570411682,1757.03173828125,495.3409423828125,2134.947509765625,737.68212890625,1945,616
150,3,whale,0.2652435898780823,1761.202880859375,507.51910400390625,2144.222412109375,750.7518310546875,1952,629
153,3,whale,0.5022337436676025,1768.6234130859375,518.046630859375,2148.46142578125,765.4061279296875,1958,641
192,4,whale,0.3997683823108673,1882.6025390625,763.954833984375,2238.0244140625,1011.3306884765625,2060,887
195,4,whale,0.457764208316803,1886.5037841796875,774.6608276367188,2249.805908203125,1032.6204833984375,2068,903
201,4,whale,0.2606387734413147,1893.4365234375,788.47412109375,2251.4853515625,1044.144287109375,2072,916
213,4,whale,0.353739470243454,1879.729248046875,775.2039184570312,2237.57373046875,1043.193359375,2058,909
216,4,whale,0.42593494057655334,1877.09814453125,770.5698852539062,2237.2900390625,1038.279541015625,2057,904
219,4,whale,0.28798893094062805,1872.034912109375,762.7036743164062,2224.88720703125,1030.74072265625,2048,896
285,5,whale,0.3499797582626343,1736.521728515625,604.8001708984375,2051.939453125,898.6047973632812,1894,751
288,5,whale,0.2944168150424957,1727.7864990234375,594.3165893554688,2050.48779296875,895.7625732421875,1889,745
303,5,whale,0.3246329724788666,1689.31787109375,557.307861328125,2038.18212890625,846.09521484375,1863,701
309,5,whale,0.3660927414894104,1674.59765625,564.7633666992188,2038.4608154296875,850.3504028320312,1856,707
312,5,whale,0.4085037410259247,1669.7310791015625,562.8535766601562,2045.2042236328125,861.5945434570312,1857,712
315,5,whale,0.44582995772361755,1666.5301513671875,564.8441772460938,2053.77294921875,863.2381591796875,1860,714
318,5,marine mammal,0.42028728127479553,1662.5203857421875,565.1510620117188,2057.60986328125,869.6715698242188,1860,717
321,5,whale,0.4256828725337982,1657.9053955078125,567.40673828125,2065.697265625,886.73388671875,1861,727
324,5,whale,0.4623383581638336,1657.423095703125,571.2306518554688,2088.029296875,893.3162841796875,1872,732
327,5,whale,0.32142212986946106,1653.662109375,573.9482421875,2073.198486328125,899.0234985351562,1863,736
330,5,whale,0.36442187428474426,1653.7210693359375,577.38720703125,2091.537841796875,913.9473266601562,1872,745
333,5,whale,0.5043145418167114,1654.279541015625,579.9789428710938,2086.6171875,929.6907958984375,1870,754
336,5,whale,0.3411821722984314,1657.579833984375,584.2120971679688,2076.61376953125,924.0247192382812,1867,754
339,5,whale,0.3724289834499359,1689.7840576171875,636.3389282226562,2046.9664306640625,913.6307373046875,1868,774
342,5,whale,0.326367050409317,1685.3408203125,632.1326293945312,2042.92822265625,920.32470703125,1864,776
345,5,whale,0.5871168971061707,1699.4725341796875,646.5698852539062,2057.53955078125,931.6768798828125,1878,789
348,5,whale,0.3329988718032837,1699.9903564453125,650.250244140625,2073.556884765625,949.927978515625,1886,800
351,5,whale,0.23406419157981873,1707.4112548828125,653.0999145507812,2077.264404296875,973.0924682617188,1892,813
354,5,whale,0.3999176323413849,1709.6898193359375,661.8759155273438,2089.239501953125,961.9396362304688,1899,811
357,5,whale,0.45009925961494446,1716.277587890625,664.131591796875,2086.53955078125,957.6888427734375,1901,810
360,5,whale,0.3812238276004791,1709.0277099609375,660.5364990234375,2091.234619140625,965.2366333007812,1900,812
363,5,whale,0.5147712230682373,1705.31396484375,654.2047119140625,2103.110595703125,973.265625,1904,813
366,5,whale,0.4965978264808655,1697.9417724609375,648.19189453125,2113.0517578125,982.094970703125,1905,815
369,5,marine mammal,0.6175660490989685,1693.859619140625,641.9613037109375,2112.147216796875,985.3071899414062,1903,813
372,5,whale,0.5475422739982605,1683.8419189453125,630.5198974609375,2124.260009765625,993.652099609375,1904,812
375,5,whale,0.2762452960014343,1678.5831298828125,623.8330078125,2124.728271484375,1002.673095703125,1901,813
378,5,marine mammal,0.3150798976421356,1665.021240234375,614.1534423828125,2128.604248046875,1038.5897216796875,1896,826
381,5,marine mammal,0.6054204702377319,1658.8582763671875,605.0530395507812,2082.633056640625,1029.5767822265625,1870,817
384,5,marine mammal,0.49111053347587585,1648.3604736328125,595.9224243164062,2055.905517578125,1062.209228515625,1852,829
387,5,marine mammal,0.3481891453266144,1639.2930908203125,580.4747314453125,2079.170166015625,1055.53759765625,1859,818
393,5,marine mammal,0.5234600901603699,1617.49658203125,555.9747314453125,2009.677001953125,862.4356079101562,1813,709
396,5,marine mammal,0.6440305709838867,1604.95751953125,542.3529663085938,1993.616455078125,849.2413940429688,1799,695
399,5,marine mammal,0.4899365305900574,1592.9410400390625,529.9500732421875,1995.5848388671875,847.8306884765625,1794,688
429,5,marine mammal,0.43073469400405884,1469.0379638671875,406.10430908203125,1915.187255859375,772.9500732421875,1692,589
435,5,marine mammal,0.4611207842826843,1453.6761474609375,386.9583435058594,1932.8192138671875,785.645751953125,1693,586
438,5,marine mammal,0.47248518466949463,1443.1212158203125,375.5345764160156,1935.1710205078125,784.5752563476562,1689,580
441,5,marine mammal,0.28916582465171814,1438.3634033203125,369.7684020996094,1943.4151611328125,810.5512084960938,1690,590
444,5,marine mammal,0.35545191168785095,1430.401611328125,367.8437805175781,1943.072021484375,835.2251586914062,1686,601
447,5,marine mammal,0.3843284249305725,1422.2904052734375,365.08685302734375,1952.5733642578125,829.3742065429688,1687,597
456,5,marine mammal,0.30294883251190186,1402.5465087890625,354.39788818359375,1930.275146484375,821.1333618164062,1666,587
459,5,marine mammal,0.2312023937702179,1402.56640625,349.2477722167969,1925.61962890625,797.7426147460938,1664,573
483,5,marine mammal,0.37901490926742554,1388.857177734375,310.85491943359375,1868.33056640625,690.3309326171875,1628,500
486,5,marine mammal,0.3885756731033325,1393.2158203125,306.633544921875,1883.442626953125,683.924560546875,1638,495
489,5,marine mammal,0.4896286129951477,1407.5548095703125,306.2256774902344,1900.401123046875,687.5543212890625,1653,496
492,5,whale,0.34627267718315125,1420.1898193359375,302.7275695800781,1913.4107666015625,687.7236328125,1666,495
495,5,marine mammal,0.42071905732154846,1441.4334716796875,301.5317687988281,1948.9805908203125,693.50634765625,1695,497
498,5,marine mammal,0.6530815362930298,1457.3873291015625,303.1738586425781,1962.205078125,684.0671997070312,1709,493
501,5,marine mammal,0.5167331099510193,1483.46044921875,297.7132873535156,1983.7708740234375,667.02392578125,1733,482
504,5,marine mammal,0.7952032685279846,1504.525634765625,301.1082763671875,1996.877197265625,671.3795776367188,1750,486
507,5,marine mammal,0.8518894910812378,1526.6829833984375,301.7205810546875,2013.001220703125,664.4376831054688,1769,483
510,5,marine mammal,0.8790023922920227,1550.23974609375,305.6351013183594,2054.693115234375,675.8687744140625,1802,490
513,5,marine mammal,0.9442116618156433,1575.3167724609375,307.80426025390625,2073.319580078125,662.09375,1824,484
516,5,marine mammal,0.8973358869552612,1601.22802734375,311.9425964355469,2088.470458984375,663.604248046875,1844,487
519,5,whale,0.5746952295303345,1622.7447509765625,315.9635009765625,2104.767578125,679.6129760742188,1863,497
522,5,marine mammal,0.5053113102912903,1645.6092529296875,322.628173828125,2140.81201171875,698.3611450195312,1893,510
525,5,marine mammal,0.3122788369655609,1671.5556640625,327.9277038574219,2141.63671875,683.7757568359375,1906,505
528,5,marine mammal,0.4246179461479187,1695.4053955078125,330.1608581542969,2163.608154296875,688.6351318359375,1929,509
531,5,whale,0.3054654002189636,1716.1732177734375,334.8518371582031,2162.53662109375,671.717529296875,1939,503
534,5,whale,0.43782514333724976,1734.3914794921875,343.2413635253906,2140.718505859375,620.8167724609375,1937,482
540,5,whale,0.46187707781791687,1770.4888916015625,341.616943359375,2226.70458984375,688.5195922851562,1998,515
543,5,marine mammal,0.6806049942970276,1791.607177734375,341.29669189453125,2239.861083984375,685.8967895507812,2015,513
546,5,marine mammal,0.8176316618919373,1804.716796875,341.26611328125,2249.454345703125,684.9457397460938,2027,513
549,5,marine mammal,0.8493020534515381,1814.1961669921875,344.3130798339844,2263.814453125,681.0137939453125,2039,512
552,5,marine mammal,0.7548781037330627,1827.095947265625,353.29864501953125,2276.2939453125,690.5811157226562,2051,521
555,5,whale,0.6614792346954346,1835.7630615234375,364.38555908203125,2288.77099609375,698.1927490234375,2062,531
558,5,whale,0.43981313705444336,1847.2862548828125,376.1624450683594,2300.27294921875,717.017822265625,2073,546
561,5,whale,0.274017333984375,1852.5,387.5821838378906,2309.549072265625,729.2697143554688,2081,558
564,5,whale,0.3607194721698761,1859.8154296875,403.932861328125,2320.396728515625,747.1792602539062,2090,575
