frame,track_id,class_name,confidence,center_x,center_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2
594,1,marine mammal,0.852171003818512,694,-747,454.7,-923.4,933.9,-569.7
597,1,marine mammal,0.5155375003814697,679,-758,438.5,-936.6,921.0,-578.0
600,1,marine mammal,0.4551558196544647,657,-778,422.9,-954.5,892.5,-600.7
603,1,marine mammal,0.34579357504844666,628,-809,418.6,-960.5,838.1,-655.6
606,1,whale,0.5247516632080078,614,-818,407.0,-974.1,822.2,-661.5
609,1,whale,0.5885697603225708,614,-826,404.5,-977.1,824.3,-672.6
612,1,marine mammal,0.825394868850708,628,-822,406.8,-988.1,848.9,-653.4
615,1,whale,0.5863547325134277,606,-852,399.0,-999.2,815.4,-703.5
618,1,marine mammal,0.532073974609375,593,-846,383.4,-1008.0,802.6,-682.3
621,1,marine mammal,0.7355548143386841,591,-848,369.6,-1016.2,812.1,-679.3
624,1,marine mammal,0.7035051584243774,579,-873,356.8,-1028.8,801.6,-715.4
627,1,whale,0.3280711770057678,572,-883,347.6,-1034.4,796.4,-731.1
630,1,whale,0.6088799834251404,564,-873,340.2,-1042.4,788.0,-702.5
633,1,marine mammal,0.9136838316917419,550,-881,330.7,-1051.4,770.2,-709.8
636,1,marine mammal,0.7927296161651611,539,-889,315.5,-1059.6,762.1,-718.5
639,1,marine mammal,0.7695429921150208,524,-899,298.6,-1072.6,750.2,-725.2
642,1,marine mammal,0.3825864791870117,512,-904,286.4,-1077.1,737.8,-730.9
645,1,marine mammal,0.6206263303756714,504,-916,275.7,-1089.2,731.7,-740.5
648,1,marine mammal,0.72314453125,496,-921,265.4,-1096.9,727.5,-743.6
651,1,whale,0.4585326910018921,484,-929,252.2,-1104.5,716.0,-752.7
654,1,marine mammal,0.48343217372894287,474,-940,243.2,-1115.3,704.8,-763.7
657,1,marine mammal,0.6787095069885254,466,-946,234.3,-1121.7,699.7,-768.8
660,1,marine mammal,0.41555675864219666,461,-954,228.2,-1128.3,694.6,-779.4
663,1,marine mammal,0.7072785496711731,456,-963,221.1,-1138.9,691.8,-787.5
666,1,marine mammal,0.8506991267204285,450,-973,217.5,-1146.4,683.8,-800.2
669,1,marine mammal,0.7754117250442505,442,-982,207.5,-1153.5,676.4,-809.4
672,1,marine mammal,0.7938476800918579,430,-985,196.8,-1160.3,664.4,-808.3
675,1,marine mammal,0.766644299030304,420,-997,184.4,-1168.9,656.0,-824.6
678,1,marine mammal,0.8155666589736938,413,-1003,174.0,-1176.4,652.6,-829.9
681,1,marine mammal,0.7117045521736145,400,-1016,164.7,-1186.3,636.5,-844.6
684,1,marine mammal,0.8116509318351746,392,-1033,157.9,-1194.4,626.5,-869.2
687,1,marine mammal,0.8364556431770325,384,-1045,147.2,-1203.4,621.1,-885.3
690,1,marine mammal,0.6170908808708191,362,-1042,136.1,-1214.1,588.6,-869.9
693,1,marine mammal,0.8566179871559143,348,-1072,133.4,-1221.3,562.9,-920.1
696,1,marine mammal,0.7913638353347778,359,-1078,123.4,-1229.2,596.2,-925.4
699,1,marine mammal,0.818498432636261,343,-1086,107.9,-1242.6,579.1,-928.9
702,1,marine mammal,0.8280678987503052,332,-1078,100.2,-1250.9,563.5,-904.4
705,1,marine mammal,0.8569549918174744,318,-1092,89.7,-1259.8,546.4,-923.4
708,1,marine mammal,0.6076001524925232,306,-1104,81.8,-1263.4,531.3,-944.6
711,1,marine mammal,0.5220755934715271,299,-1115,71.1,-1272.0,527.8,-956.6
714,1,marine mammal,0.6384891271591187,291,-1117,65.7,-1279.7,517.1,-952.9
717,1,marine mammal,0.3985920548439026,283,-1127,52.9,-1289.0,512.8,-963.7
720,1,marine mammal,0.6641411185264587,269,-1130,39.2,-1297.3,500.1,-961.6
723,1,marine mammal,0.7301754951477051,267,-1146,34.3,-1303.6,502.2,-987.5
726,1,marine mammal,0.8106003403663635,258,-1140,26.4,-1311.5,490.1,-968.4
729,1,marine mammal,0.9008212685585022,251,-1149,19.3,-1318.1,483.7,-978.2
732,1,marine mammal,0.7736326456069946,243,-1157,7.0,-1327.5,480.8,-985.2
735,1,marine mammal,0.8067662715911865,236,-1162,2.6,-1335.5,469.5,-988.2
738,1,marine mammal,0.7456580400466919,226,-1168,-3.5,-1339.2,456.7,-994.9
741,1,marine mammal,0.6807876229286194,213,-1175,-18.6,-1344.2,446.0,-1004.9
744,1,marine mammal,0.7706567049026489,208,-1180,-26.3,-1351.7,442.6,-1008.9
747,1,marine mammal,0.6208845376968384,198,-1190,-34.2,-1358.1,431.2,-1021.7
750,1,marine mammal,0.533807098865509,186,-1199,-52.2,-1369.6,425.3,-1027.3
753,1,marine mammal,0.5347204804420471,180,-1203,-55.8,-1373.2,418.1,-1032.1
756,1,marine mammal,0.5770068764686584,170,-1202,-69.0,-1380.6,409.0,-1022.1
759,1,marine mammal,0.5608744621276855,157,-1214,-80.0,-1383.8,394.5,-1042.6
762,1,marine mammal,0.7385703921318054,142,-1226,-88.0,-1391.6,371.7,-1058.1
765,1,marine mammal,0.8371103405952454,140,-1223,-95.2,-1393.5,376.9,-1051.7
768,1,marine mammal,0.6604360938072205,138,-1232,-102.2,-1400.9,378.0,-1062.0
