frame,class_name,confidence,bbox,num_merged,merged_classes
825,marine mammal,0.08040185272693634,"[739.803955078125, 410.87127685546875, 1392.4036865234375, 866.4054565429688]",1,{'marine mammal': 0.08040185272693634}
855,whale,0.10888293385505676,"[652.7177124023438, 465.8028259277344, 1094.7301025390625, 708.4282836914062]",1,{'whale': 0.10888293385505676}
855,marine mammal,0.10691358149051666,"[657.6405029296875, 696.418212890625, 1334.941162109375, 1019.4805297851562]",1,{'marine mammal': 0.10691358149051666}
870,marine mammal,0.26005256175994873,"[661.2874145507812, 707.0769653320312, 1313.12890625, 1023.3297729492188]",1,{'marine mammal': 0.26005256175994873}
870,whale,0.22975875437259674,"[654.3834228515625, 481.6352233886719, 1154.2752685546875, 745.6734619140625]",1,{'whale': 0.22975875437259674}
870,marine mammal,0.09757096320390701,"[392.888671875, 1410.3382568359375, 973.5474243164062, 1681.39892578125]",1,{'marine mammal': 0.09757096320390701}
885,whale,0.12114250659942627,"[613.2853393554688, 467.45452880859375, 1140.977783203125, 778.46630859375]",2,"{'whale': 0.12114250659942627, 'marine mammal': 0.08105362206697464}"
885,marine mammal,0.05436636134982109,"[627.4720458984375, 719.4170532226562, 1241.501220703125, 1013.8358154296875]",1,{'marine mammal': 0.05436636134982109}
900,marine mammal,0.14932096004486084,"[277.12774658203125, 1322.75146484375, 879.05517578125, 1641.5205078125]",1,{'marine mammal': 0.14932096004486084}
900,marine mammal,0.08839632570743561,"[508.0337219238281, 433.7520446777344, 1050.623291015625, 772.507568359375]",1,{'marine mammal': 0.08839632570743561}
900,marine mammal,0.0641285628080368,"[508.7842712402344, 662.7518920898438, 1100.817138671875, 969.6161499023438]",1,{'marine mammal': 0.0641285628080368}
915,marine mammal,0.08553206920623779,"[486.26788330078125, 683.7730712890625, 1055.1702880859375, 942.0335083007812]",1,{'marine mammal': 0.08553206920623779}
915,whale,0.06302746385335922,"[259.63623046875, 1297.6519775390625, 744.8543701171875, 1546.7596435546875]",1,{'whale': 0.06302746385335922}
915,marine mammal,0.053863734006881714,"[482.3328552246094, 484.08489990234375, 1230.4559326171875, 943.3624877929688]",1,{'marine mammal': 0.053863734006881714}
945,marine mammal,0.14170923829078674,"[501.1607666015625, 461.98626708984375, 1018.8167724609375, 775.32861328125]",1,{'marine mammal': 0.14170923829078674}
945,whale,0.08242450654506683,"[407.21484375, 1049.6275634765625, 799.680908203125, 1230.5458984375]",1,{'whale': 0.08242450654506683}
945,whale,0.06377071142196655,"[290.6522521972656, 1281.4346923828125, 731.8427124023438, 1505.3013916015625]",1,{'whale': 0.06377071142196655}
