frame,track_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y
3087,58,whale,0.20186515152454376,1059.3285054188243,1019.8405655135989,1269.7674033249448,1238.0825809553407,1164,1128
3090,58,whale,0.30411291122436523,1026.3049168154498,1028.1272133304149,1232.3513095057249,1240.5285701216965,1129,1134
3093,58,whale,0.2895943522453308,988.4222768293283,1035.1758977637426,1197.238198981244,1254.5400217462495,1092,1144
3096,58,whale,0.39825329184532166,954.6249643087983,1040.4458106653647,1157.514323174634,1259.4652092039387,1056,1149
3099,58,whale,0.3135363459587097,921.0830793028075,1044.5471725756404,1118.7228759854552,1264.3676246952923,1019,1154
3102,58,whale,0.39384207129478455,882.0934091611875,1051.216583964772,1077.9106505598897,1269.559734105658,980,1160
3105,58,whale,0.17569078505039215,842.8148039720932,1054.2683268640772,1038.075231214958,1277.2851720301733,940,1165
3108,58,whale,0.19480200111865997,800.3266733198068,1055.6984664970157,998.5497494618106,1300.6780142582747,899,1178
3111,58,whale,0.19480200111865997,765.8587182290635,1042.2878241194899,959.6340896569344,1296.4587629724974,862,1169
3114,58,whale,0.19480200111865997,732.9902260067414,1021.8724134642855,921.3688450661356,1286.9850860590077,827,1154
3117,58,whale,0.30456840991973877,695.5497389274392,1012.3280300260229,889.6198682287519,1255.7966435142666,792,1134
3120,58,whale,0.6530510783195496,653.3819627684916,1005.2981794674456,859.0436625702579,1235.8179237603001,756,1120
3123,58,whale,0.6530510783195496,619.5737656354326,1000.7085998098011,829.2244686289089,1226.275645695706,724,1113
3126,58,whale,0.19201460480690002,581.3547546814084,993.7949905170816,806.4073394021755,1215.489137345914,693,1104
3129,58,whale,0.2809988856315613,552.3217055177621,987.4721307083294,784.3850170846598,1197.1178216743078,668,1092
3132,58,whale,0.5927828550338745,523.5379731433285,980.7106180797327,764.4059441775663,1199.824223392522,643,1090
3135,58,whale,0.6903921961784363,489.74942335521644,977.1233353271975,746.133301428288,1213.1647029729338,617,1095
3138,58,whale,0.6632452011108398,452.74530069721345,970.1521245785008,730.4142627141481,1228.1904753924534,591,1099
3141,58,whale,0.5716050267219543,426.8146798414253,969.778876799205,710.1246737019513,1232.324120661421,568,1101
3144,58,whale,0.529053807258606,406.4501312088054,968.7137481706302,688.0447095474691,1234.8523344847897,547,1101
3147,58,whale,0.674818754196167,382.8598359278795,968.2726233679651,666.9084328505147,1235.6909580725003,524,1101
3150,58,whale,0.6220982074737549,349.3308578743082,970.3414485447869,648.1627448882355,1256.5873161195739,498,1113
