frame,class_id,class_name,confidence,bbox
1500,0,whale,0.5719244480133057,"[878.0158081054688, 725.1326293945312, 947.6266479492188, 813.7875366210938]"
1530,4,dorsal fin,0.6998358964920044,"[747.3609619140625, 752.713623046875, 786.814697265625, 802.2786254882812]"
1530,0,whale,0.5206091403961182,"[894.0018310546875, 689.9663696289062, 1003.00634765625, 817.6795043945312]"
1530,3,dolphin,0.4411032497882843,"[894.163330078125, 689.93603515625, 1002.5654296875, 817.6649780273438]"
1530,5,marine mammal,0.3434187173843384,"[894.2215576171875, 690.15673828125, 1002.6357421875, 817.6173706054688]"
1530,4,dorsal fin,0.12589211761951447,"[897.4595947265625, 690.7093505859375, 1002.2054443359375, 816.9091186523438]"
1530,5,marine mammal,0.06874216347932816,"[741.1774291992188, 751.8076782226562, 786.5480346679688, 804.4805297851562]"
1560,0,whale,0.577477216720581,"[894.8704833984375, 699.5735473632812, 969.2352905273438, 799.990966796875]"
1560,5,marine mammal,0.052007440477609634,"[893.9774780273438, 698.465576171875, 968.1260375976562, 799.7897338867188]"
1590,5,marine mammal,0.3004097640514374,"[878.5819702148438, 727.9320068359375, 937.7136840820312, 784.0221557617188]"
1590,0,whale,0.2592093050479889,"[878.49462890625, 727.7632446289062, 936.856201171875, 784.055419921875]"
1620,5,marine mammal,0.4682192802429199,"[878.6123657226562, 750.3662719726562, 950.6011962890625, 800.2936401367188]"
1620,0,whale,0.4081348478794098,"[879.2391357421875, 750.242431640625, 950.485107421875, 801.8302001953125]"
1650,5,marine mammal,0.424591600894928,"[904.7642211914062, 733.71533203125, 965.2254638671875, 782.9952392578125]"
1650,0,whale,0.4161987006664276,"[904.5283813476562, 733.8116455078125, 965.2630004882812, 782.896728515625]"
1680,0,whale,0.5219711065292358,"[940.4288330078125, 694.9806518554688, 1051.4830322265625, 786.2931518554688]"
1680,0,whale,0.1254330724477768,"[940.7056884765625, 695.974609375, 1020.3827514648438, 783.246337890625]"
1680,5,marine mammal,0.0586492195725441,"[940.2210083007812, 694.9210815429688, 1049.912353515625, 786.5244140625]"
1710,0,whale,0.566387414932251,"[953.129150390625, 712.3511352539062, 1027.1619873046875, 779.5431518554688]"
1710,4,dorsal fin,0.281594842672348,"[952.9063110351562, 713.1437377929688, 1027.0467529296875, 779.2822265625]"
1740,5,marine mammal,0.595190703868866,"[954.7765502929688, 726.6392211914062, 1211.3023681640625, 771.9017944335938]"
1740,0,whale,0.21576066315174103,"[957.2769165039062, 727.8029174804688, 1210.9305419921875, 770.575439453125]"
1740,5,marine mammal,0.16477274894714355,"[954.813720703125, 729.1741943359375, 1007.8189086914062, 765.0897827148438]"
1740,0,whale,0.13087256252765656,"[1168.6453857421875, 730.48095703125, 1209.800537109375, 748.3817138671875]"
1740,0,whale,0.12601600587368011,"[954.73681640625, 729.0670776367188, 1007.4810791015625, 764.7916870117188]"
1770,5,marine mammal,0.37254488468170166,"[955.8114624023438, 689.1317749023438, 1263.4666748046875, 760.0267333984375]"
1770,4,dorsal fin,0.2139803022146225,"[956.9381103515625, 689.2652587890625, 1018.443603515625, 741.1443481445312]"
1770,0,whale,0.10571751743555069,"[956.34326171875, 688.5570068359375, 1263.277587890625, 760.5218505859375]"
1800,0,whale,0.3037731349468231,"[942.5418090820312, 693.2407836914062, 997.6287231445312, 733.7845458984375]"
1800,5,marine mammal,0.075135238468647,"[938.2989501953125, 692.6929931640625, 1280.8365478515625, 751.7720947265625]"
1890,0,whale,0.25227609276771545,"[1336.3280029296875, 873.192626953125, 1494.08544921875, 895.70947265625]"
1890,4,dorsal fin,0.10391723364591599,"[1336.7255859375, 875.1967163085938, 1428.538330078125, 895.0632934570312]"
1920,4,dorsal fin,0.1478644609451294,"[1314.59765625, 830.7101440429688, 1470.7635498046875, 890.7958374023438]"
1920,0,whale,0.1313229650259018,"[1314.169921875, 831.1521606445312, 1470.2286376953125, 890.8793334960938]"
1920,5,marine mammal,0.05739455297589302,"[1302.62158203125, 830.5169677734375, 1532.99609375, 891.8115234375]"
1950,4,dorsal fin,0.37109124660491943,"[1316.192138671875, 814.88232421875, 1469.0943603515625, 889.70361328125]"
1980,5,marine mammal,0.49334919452667236,"[1334.5357666015625, 831.217529296875, 1374.8607177734375, 890.95751953125]"
1980,4,dorsal fin,0.3577252924442291,"[1334.02001953125, 831.7655639648438, 1374.6002197265625, 889.9934692382812]"
1980,0,whale,0.0717216357588768,"[1333.612548828125, 831.8256225585938, 1493.604248046875, 891.2147827148438]"
1980,4,dorsal fin,0.07141796499490738,"[1334.243408203125, 831.3663940429688, 1494.8756103515625, 891.4227905273438]"
2010,5,marine mammal,0.2698615491390228,"[1304.7418212890625, 847.2662353515625, 1333.8372802734375, 897.1088256835938]"
2010,4,dorsal fin,0.2637503147125244,"[1305.62939453125, 846.9873046875, 1333.7457275390625, 896.6048583984375]"
2040,0,whale,0.09085672348737717,"[1128.9969482421875, 880.7565307617188, 1175.5650634765625, 893.2710571289062]"
2040,4,dorsal fin,0.05359393358230591,"[1282.8414306640625, 860.0462036132812, 1301.2926025390625, 891.9673461914062]"
2070,4,dorsal fin,0.050094399601221085,"[1156.01708984375, 874.9575805664062, 1168.9197998046875, 892.0907592773438]"
2100,0,whale,0.28470319509506226,"[1055.5491943359375, 874.908935546875, 1145.42724609375, 898.8593139648438]"
2130,0,whale,0.25062844157218933,"[497.3214111328125, 642.797607421875, 576.2071533203125, 703.6358642578125]"
2130,5,marine mammal,0.23128174245357513,"[500.1869201660156, 642.517333984375, 576.4400634765625, 702.9672241210938]"
2130,4,dorsal fin,0.1357659548521042,"[497.356201171875, 642.9048461914062, 576.2076416015625, 702.87890625]"
2130,5,marine mammal,0.0948859378695488,"[135.33187866210938, 626.7724609375, 578.822021484375, 707.940185546875]"
2160,5,marine mammal,0.5580899119377136,"[161.80746459960938, 611.3018798828125, 616.2507934570312, 713.16650390625]"
2160,4,dorsal fin,0.1317528486251831,"[1180.65087890625, 856.2180786132812, 1220.0369873046875, 908.31689453125]"
2160,5,marine mammal,0.06388483196496964,"[158.813232421875, 468.728515625, 617.3516845703125, 713.81103515625]"
2190,5,marine mammal,0.6855745911598206,"[200.82130432128906, 579.7709350585938, 658.8768310546875, 723.3157348632812]"
2220,5,marine mammal,0.38118603825569153,"[214.93093872070312, 557.0745849609375, 724.397705078125, 729.2354736328125]"
2250,5,marine mammal,0.44681316614151,"[254.72451782226562, 549.7086181640625, 810.3015747070312, 739.7876586914062]"
2280,5,marine mammal,0.5035435557365417,"[286.1241760253906, 554.1280517578125, 860.2440185546875, 739.7626342773438]"
2310,5,marine mammal,0.2828890383243561,"[311.43658447265625, 566.4614868164062, 886.0994262695312, 743.4532470703125]"
2310,0,whale,0.21106137335300446,"[340.6852111816406, 566.4798583984375, 886.6945190429688, 743.1524658203125]"
2310,2,killer whale,0.09869290888309479,"[371.1444396972656, 566.8231201171875, 886.4390869140625, 743.4195556640625]"
2340,5,marine mammal,0.40034976601600647,"[337.5010986328125, 571.396240234375, 917.3097534179688, 745.6260375976562]"
2340,0,whale,0.27922579646110535,"[510.884033203125, 571.82666015625, 917.7864990234375, 743.5603637695312]"
2340,2,killer whale,0.07777873426675797,"[513.7097778320312, 572.3447265625, 917.8037719726562, 744.7176513671875]"
2340,0,whale,0.06482212245464325,"[338.8457336425781, 573.004638671875, 919.9447631835938, 743.9908447265625]"
2400,0,whale,0.3873709738254547,"[742.2009887695312, 766.4946899414062, 849.2481079101562, 800.9075317382812]"
2400,4,dorsal fin,0.3521297574043274,"[741.8168334960938, 766.5968627929688, 849.0611572265625, 802.2493286132812]"
2400,5,marine mammal,0.07598409801721573,"[740.543212890625, 766.2677001953125, 849.8859252929688, 805.775634765625]"
2430,5,marine mammal,0.3698754608631134,"[802.7301635742188, 750.97265625, 902.9683227539062, 817.0762939453125]"
2430,4,dorsal fin,0.35024362802505493,"[803.0460205078125, 751.0676879882812, 903.3797607421875, 816.403564453125]"
2460,0,whale,0.5489035248756409,"[820.0801391601562, 779.8862915039062, 932.0879516601562, 836.6407470703125]"
