frame,class_name,confidence,bbox,num_merged,merged_classes
2940,dorsal fin,0.06974175572395325,"[560.3471069335938, 517.9979248046875, 602.9998779296875, 547.7516479492188]",1,{'dorsal fin': 0.06974175572395325}
2970,whale,0.6790936589241028,"[868.3353881835938, 751.3524169921875, 1066.9527587890625, 803.7879638671875]",1,{'whale': 0.6790936589241028}
3000,whale,0.5577502846717834,"[857.5138549804688, 729.4993286132812, 1038.1700439453125, 807.8146362304688]",1,{'whale': 0.5577502846717834}
3030,whale,0.5047159790992737,"[812.595703125, 716.830322265625, 1048.225830078125, 813.8145141601562]",1,{'whale': 0.5047159790992737}
3060,whale,0.5155003070831299,"[793.4296875, 712.209228515625, 1049.0665283203125, 811.7766723632812]",2,"{'whale': 0.5155003070831299, 'dorsal fin': 0.2445070892572403}"
3060,dorsal fin,0.2670553922653198,"[794.5550537109375, 785.4419555664062, 877.4144897460938, 811.8036499023438]",1,{'dorsal fin': 0.2670553922653198}
3060,whale,0.05774068832397461,"[1272.6221923828125, 448.7048034667969, 1323.1959228515625, 479.8788757324219]",2,"{'whale': 0.05774068832397461, 'marine mammal': 0.05119951814413071}"
3090,marine mammal,0.3226633071899414,"[746.63818359375, 717.0397338867188, 1049.5836181640625, 813.4469604492188]",3,"{'marine mammal': 0.3226633071899414, 'whale': 0.243198424577713, 'dorsal fin': 0.06024735048413277}"
3120,dorsal fin,0.10916391015052795,"[863.04345703125, 728.07373046875, 1020.8602294921875, 815.2593994140625]",2,"{'dorsal fin': 0.10916391015052795, 'whale': 0.07822190225124359}"
3120,marine mammal,0.05932997167110443,"[861.564697265625, 791.7987670898438, 890.0137939453125, 813.6934204101562]",1,{'marine mammal': 0.05932997167110443}
3150,whale,0.14876312017440796,"[898.710205078125, 735.123046875, 969.3709716796875, 817.6666259765625]",2,"{'whale': 0.14876312017440796, 'dorsal fin': 0.07698671519756317}"
3150,dorsal fin,0.09114688634872437,"[1740.8602294921875, 385.0988464355469, 1806.9964599609375, 418.57720947265625]",1,{'dorsal fin': 0.09114688634872437}
3180,dorsal fin,0.05438729748129845,"[1411.06787109375, 820.0477294921875, 1498.3035888671875, 841.1275634765625]",1,{'dorsal fin': 0.05438729748129845}
3210,whale,0.5258496403694153,"[1370.6448974609375, 799.5049438476562, 1606.357666015625, 841.7427978515625]",2,"{'whale': 0.5258496403694153, 'dorsal fin': 0.2450610101222992}"
3240,marine mammal,0.32978978753089905,"[1345.7984619140625, 772.953369140625, 1570.84716796875, 839.7154541015625]",2,"{'marine mammal': 0.32978978753089905, 'whale': 0.2948572039604187}"
3270,whale,0.22895504534244537,"[1322.2833251953125, 762.8516235351562, 1562.706298828125, 840.5945434570312]",1,{'whale': 0.22895504534244537}
3300,dorsal fin,0.10545174777507782,"[1391.0172119140625, 762.9979248046875, 1504.775146484375, 837.8529052734375]",2,"{'dorsal fin': 0.10545174777507782, 'whale': 0.07985220104455948}"
3330,marine mammal,0.5865355730056763,"[1394.955810546875, 765.2993774414062, 1454.51806640625, 836.0809936523438]",3,"{'marine mammal': 0.5865355730056763, 'dorsal fin': 0.3985360264778137, 'whale': 0.17379949986934662}"
3360,marine mammal,0.3742346465587616,"[1363.0811767578125, 779.2077026367188, 1411.5286865234375, 837.5795288085938]",2,"{'marine mammal': 0.09171561896800995, 'dorsal fin': 0.05566882714629173}"
3390,dorsal fin,0.22616079449653625,"[762.9074096679688, 633.7969360351562, 856.49853515625, 748.9957275390625]",1,{'dorsal fin': 0.22616079449653625}
3390,dorsal fin,0.21117715537548065,"[1332.72900390625, 797.1881103515625, 1358.5140380859375, 837.5540771484375]",1,{'dorsal fin': 0.21117715537548065}
3390,whale,0.15600794553756714,"[640.7640380859375, 632.171875, 1183.3157958984375, 775.4773559570312]",1,{'whale': 0.15600794553756714}
3420,whale,0.6485832929611206,"[695.9371948242188, 642.7620849609375, 1228.428955078125, 778.3504638671875]",1,{'whale': 0.6485832929611206}
3450,whale,0.2882596552371979,"[716.0919799804688, 653.0972900390625, 1249.1488037109375, 782.6048583984375]",2,"{'whale': 0.2882596552371979, 'marine mammal': 0.1212746724486351}"
3450,whale,0.22632457315921783,"[790.247314453125, 653.2095336914062, 1022.066162109375, 781.3412475585938]",2,"{'whale': 0.22632457315921783, 'dorsal fin': 0.10964999347925186}"
3480,whale,0.265839159488678,"[830.1509399414062, 658.7464599609375, 939.0932006835938, 780.7020874023438]",2,"{'whale': 0.265839159488678, 'dorsal fin': 0.17052796483039856}"
3510,whale,0.3598187565803528,"[842.9802856445312, 663.8531494140625, 966.0066528320312, 790.5775146484375]",2,"{'whale': 0.3598187565803528, 'marine mammal': 0.05966559052467346}"
3510,marine mammal,0.34037402272224426,"[399.4530029296875, 664.3956298828125, 970.9156494140625, 790.310546875]",1,{'marine mammal': 0.34037402272224426}
3540,whale,0.6587321162223816,"[785.9631958007812, 672.6284790039062, 995.8313598632812, 790.270263671875]",1,{'whale': 0.6587321162223816}
3540,dorsal fin,0.05712083727121353,"[787.7960815429688, 742.6671752929688, 973.3698120117188, 789.4553833007812]",1,{'dorsal fin': 0.05712083727121353}
3570,marine mammal,0.6248179078102112,"[795.1869506835938, 686.856201171875, 1021.1727905273438, 789.1408081054688]",1,{'marine mammal': 0.6248179078102112}
3570,dorsal fin,0.399905264377594,"[972.322265625, 687.0883178710938, 1012.22900390625, 752.2852172851562]",2,"{'dorsal fin': 0.399905264377594, 'marine mammal': 0.1650150567293167}"
3570,whale,0.05759366601705551,"[798.7972412109375, 738.0318603515625, 928.2227783203125, 789.02783203125]",1,{'whale': 0.05759366601705551}
3600,marine mammal,0.3808322548866272,"[987.8411865234375, 706.9066772460938, 1035.205078125, 780.76904296875]",3,"{'marine mammal': 0.3808322548866272, 'whale': 0.26358237862586975, 'dorsal fin': 0.2152070254087448}"
3600,marine mammal,0.17703521251678467,"[688.037109375, 747.917724609375, 866.44189453125, 789.4295654296875]",3,"{'marine mammal': 0.17703521251678467, 'dorsal fin': 0.05602812394499779, 'whale': 0.05264401435852051}"
3600,marine mammal,0.16007950901985168,"[807.6710815429688, 749.5255737304688, 865.4573364257812, 786.0977783203125]",1,{'marine mammal': 0.16007950901985168}
3630,dorsal fin,0.7240124344825745,"[1006.9839477539062, 727.065673828125, 1045.797119140625, 779.6394653320312]",2,"{'dorsal fin': 0.7240124344825745, 'marine mammal': 0.6215944886207581}"
3630,marine mammal,0.12468580901622772,"[753.35546875, 738.77197265625, 809.3275146484375, 789.3160400390625]",1,{'marine mammal': 0.12468580901622772}
3660,marine mammal,0.5915009379386902,"[1014.0516967773438, 742.24365234375, 1048.0224609375, 785.0403442382812]",2,"{'marine mammal': 0.5915009379386902, 'dorsal fin': 0.4380272924900055}"
3720,whale,0.6349676251411438,"[1184.994873046875, 701.8034057617188, 1283.456787109375, 730.106201171875]",1,{'whale': 0.6349676251411438}
3720,dorsal fin,0.2080734521150589,"[943.0204467773438, 715.4148559570312, 979.1954956054688, 738.1759643554688]",2,"{'dorsal fin': 0.2080734521150589, 'whale': 0.17992126941680908}"
3750,whale,0.6495100259780884,"[1100.6839599609375, 694.4951171875, 1299.480224609375, 742.8836669921875]",2,"{'whale': 0.6495100259780884, 'marine mammal': 0.5239144563674927}"
3750,dorsal fin,0.4188619554042816,"[944.0308837890625, 698.6279296875, 1013.7268676757812, 745.6505737304688]",2,"{'dorsal fin': 0.4188619554042816, 'whale': 0.2519930303096771}"
3750,whale,0.2072335183620453,"[942.9481811523438, 691.9030151367188, 1301.779052734375, 747.09765625]",1,{'whale': 0.2072335183620453}
3780,marine mammal,0.694111168384552,"[964.9850463867188, 679.8095092773438, 1321.7718505859375, 748.8120727539062]",2,"{'marine mammal': 0.694111168384552, 'whale': 0.685952365398407}"
3780,dorsal fin,0.0662158727645874,"[965.0438232421875, 677.594970703125, 1059.9866943359375, 749.7434692382812]",1,{'dorsal fin': 0.0662158727645874}
3810,marine mammal,0.764009952545166,"[997.0157470703125, 655.6239624023438, 1352.2916259765625, 755.6592407226562]",1,{'marine mammal': 0.764009952545166}
3810,whale,0.19719462096691132,"[1062.2021484375, 698.2410278320312, 1348.8050537109375, 754.8306884765625]",1,{'whale': 0.19719462096691132}
3840,marine mammal,0.7325800657272339,"[959.5398559570312, 639.8341064453125, 1399.54443359375, 762.1071166992188]",1,{'marine mammal': 0.7325800657272339}
3870,marine mammal,0.5223615765571594,"[927.7886352539062, 639.3897094726562, 1428.080322265625, 765.1614990234375]",1,{'marine mammal': 0.5223615765571594}
3900,marine mammal,0.6167455911636353,"[867.1259765625, 644.8295288085938, 1439.8399658203125, 764.6361694335938]",2,"{'marine mammal': 0.19322437047958374, 'whale': 0.05865169316530228}"
3900,dorsal fin,0.06553716957569122,"[845.4310913085938, 733.1420288085938, 1002.3707885742188, 763.2456665039062]",1,{'dorsal fin': 0.06553716957569122}
3930,whale,0.3892887234687805,"[925.0453491210938, 652.2454833984375, 1456.768798828125, 761.9558715820312]",2,"{'whale': 0.3892887234687805, 'marine mammal': 0.06099773943424225}"
3930,dorsal fin,0.053550370037555695,"[1090.25732421875, 653.1762084960938, 1181.886962890625, 752.4326171875]",1,{'dorsal fin': 0.053550370037555695}
3960,whale,0.6122198104858398,"[921.2958984375, 595.6074829101562, 1100.3704833984375, 658.6041870117188]",2,"{'whale': 0.6122198104858398, 'marine mammal': 0.19469596445560455}"
3960,marine mammal,0.42101678252220154,"[971.7214965820312, 597.5167236328125, 996.5989379882812, 631.045654296875]",2,"{'marine mammal': 0.42101678252220154, 'dorsal fin': 0.10305166244506836}"
3960,whale,0.35099467635154724,"[705.4556274414062, 623.9594116210938, 791.9857788085938, 664.0867919921875]",1,{'whale': 0.35099467635154724}
3960,marine mammal,0.19115805625915527,"[1073.602294921875, 602.009033203125, 1096.598876953125, 641.571533203125]",1,{'marine mammal': 0.19115805625915527}
3960,marine mammal,0.05076461285352707,"[1140.6090087890625, 657.8823852539062, 1206.752197265625, 744.5505981445312]",1,{'marine mammal': 0.05076461285352707}
3990,marine mammal,0.7119821906089783,"[701.1341552734375, 589.6846923828125, 1098.7562255859375, 666.6370239257812]",2,"{'marine mammal': 0.7119821906089783, 'whale': 0.14140896499156952}"
3990,whale,0.16253666579723358,"[699.6967163085938, 607.7349853515625, 802.4066162109375, 668.3117065429688]",1,{'whale': 0.16253666579723358}
4020,marine mammal,0.9043956398963928,"[724.1689453125, 588.898681640625, 1101.1417236328125, 670.856689453125]",2,"{'marine mammal': 0.9043956398963928, 'whale': 0.24739901721477509}"
4050,marine mammal,0.8363408446311951,"[724.3267822265625, 579.3421020507812, 1118.73388671875, 679.538330078125]",1,{'marine mammal': 0.8363408446311951}
4080,marine mammal,0.8086774945259094,"[743.7335815429688, 567.26611328125, 1147.8905029296875, 687.8610229492188]",2,"{'marine mammal': 0.8086774945259094, 'whale': 0.6443482041358948}"
4080,dorsal fin,0.05608590319752693,"[745.4286499023438, 567.7225341796875, 853.283447265625, 686.0491943359375]",1,{'dorsal fin': 0.05608590319752693}
4110,marine mammal,0.8057555556297302,"[741.90234375, 561.5282592773438, 1163.5594482421875, 695.7365112304688]",2,"{'marine mammal': 0.8057555556297302, 'whale': 0.3230336010456085}"
4140,marine mammal,0.861133337020874,"[710.5848999023438, 559.5020141601562, 1170.3326416015625, 704.5220947265625]",1,{'marine mammal': 0.861133337020874}
4140,whale,0.10199865698814392,"[822.2984619140625, 674.7324829101562, 981.9140625, 702.8215942382812]",1,{'whale': 0.10199865698814392}
4170,marine mammal,0.8463893532752991,"[705.1171264648438, 561.4549560546875, 1148.3243408203125, 715.1174926757812]",1,{'marine mammal': 0.8463893532752991}
4200,marine mammal,0.4095168709754944,"[701.4217529296875, 563.8170776367188, 1177.31396484375, 724.7255859375]",2,"{'marine mammal': 0.4095168709754944, 'whale': 0.2995574176311493}"
