frame,class_name,confidence,bbox,num_merged,merged_classes
2490,marine mammal,0.46818482875823975,"[871.7583618164062, 805.0859985351562, 984.2325439453125, 859.2247924804688]",3,"{'marine mammal': 0.46818482875823975, 'whale': 0.44115331768989563, 'dorsal fin': 0.3653115928173065}"
2490,dorsal fin,0.3195370137691498,"[871.44580078125, 749.4695434570312, 984.7254638671875, 858.8428344726562]",3,"{'dorsal fin': 0.3195370137691498, 'whale': 0.242858424782753, 'marine mammal': 0.14978940784931183}"
2490,marine mammal,0.22803443670272827,"[1024.9915771484375, 818.9520263671875, 1076.3218994140625, 857.485107421875]",1,{'marine mammal': 0.22803443670272827}
2520,whale,0.1018400490283966,"[915.8426513671875, 831.7022094726562, 1017.5518798828125, 878.1300659179688]",2,"{'whale': 0.1018400490283966, 'dorsal fin': 0.07369580864906311}"
2520,marine mammal,0.0556507334113121,"[1040.92236328125, 841.8690185546875, 1174.1656494140625, 876.6685791015625]",1,{'marine mammal': 0.0556507334113121}
2520,marine mammal,0.05405795946717262,"[914.371826171875, 765.511962890625, 1018.1034545898438, 878.4052734375]",1,{'marine mammal': 0.05405795946717262}
2550,dorsal fin,0.07434791326522827,"[1003.2063598632812, 858.8109741210938, 1110.4881591796875, 888.9541625976562]",1,{'dorsal fin': 0.07434791326522827}
2640,marine mammal,0.06516700983047485,"[1103.4609375, 911.40966796875, 1223.7513427734375, 950.1903076171875]",1,{'marine mammal': 0.06516700983047485}
2670,marine mammal,0.471977561712265,"[1161.3890380859375, 890.10009765625, 1186.079345703125, 944.7048950195312]",2,"{'marine mammal': 0.471977561712265, 'whale': 0.16121962666511536}"
2670,marine mammal,0.4198760688304901,"[1077.1224365234375, 894.6775512695312, 1174.1741943359375, 945.5072631835938]",2,"{'marine mammal': 0.4198760688304901, 'whale': 0.20305007696151733}"
2700,whale,0.2534758746623993,"[1056.564453125, 857.7803344726562, 1159.3455810546875, 940.4288330078125]",2,"{'whale': 0.2534758746623993, 'marine mammal': 0.10688280314207077}"
2730,whale,0.28653484582901,"[1042.94873046875, 832.43994140625, 1148.6485595703125, 935.898193359375]",2,"{'whale': 0.28653484582901, 'marine mammal': 0.05409083887934685}"
2760,marine mammal,0.28951919078826904,"[937.3148803710938, 820.7970581054688, 1213.1492919921875, 933.1156005859375]",2,"{'marine mammal': 0.28951919078826904, 'whale': 0.07367251068353653}"
2760,dorsal fin,0.06011784076690674,"[1034.9439697265625, 821.6407470703125, 1142.118896484375, 931.6155395507812]",1,{'dorsal fin': 0.06011784076690674}
2790,marine mammal,0.4636572301387787,"[956.9617309570312, 815.3494262695312, 1152.1759033203125, 928.107421875]",3,"{'marine mammal': 0.4636572301387787, 'whale': 0.07710552960634232, 'dorsal fin': 0.06215635687112808}"
2790,marine mammal,0.1603352278470993,"[957.9402465820312, 885.9042358398438, 1010.2036743164062, 926.6118774414062]",3,"{'marine mammal': 0.1603352278470993, 'whale': 0.08599031716585159, 'dorsal fin': 0.08558418601751328}"
2820,marine mammal,0.4632473886013031,"[950.6273803710938, 817.6104736328125, 1128.9949951171875, 923.3108520507812]",2,"{'marine mammal': 0.4632473886013031, 'whale': 0.05959102138876915}"
2850,dorsal fin,0.34948936104774475,"[1078.47021484375, 825.2297973632812, 1136.4761962890625, 922.4390258789062]",1,{'dorsal fin': 0.34948936104774475}
2850,marine mammal,0.26295456290245056,"[970.6746826171875, 887.69384765625, 1020.656982421875, 921.140625]",2,"{'marine mammal': 0.26295456290245056, 'whale': 0.10121205449104309}"
2880,whale,0.10184449702501297,"[1106.48583984375, 901.787109375, 1135.0989990234375, 920.8060913085938]",1,{'whale': 0.10184449702501297}
2880,dorsal fin,0.09697738289833069,"[1070.2222900390625, 831.8622436523438, 1101.8636474609375, 916.2405395507812]",1,{'dorsal fin': 0.09697738289833069}
2940,whale,0.5160776972770691,"[865.0576171875, 771.739013671875, 996.0263671875, 800.934814453125]",1,{'whale': 0.5160776972770691}
2940,whale,0.1581946760416031,"[1039.184814453125, 778.7890014648438, 1079.94921875, 802.0020141601562]",1,{'whale': 0.1581946760416031}
