frame,class_name,confidence,bbox,num_merged,merged_classes
1935,whale,0.05102696642279625,"[1923.8770751953125, 639.8629760742188, 2099.49853515625, 854.7850341796875]",1,{'whale': 0.05102696642279625}
1950,marine mammal,0.7635223865509033,"[1900.6336669921875, 582.5480346679688, 2202.0244140625, 1059.783447265625]",2,"{'marine mammal': 0.7635223865509033, 'whale': 0.2166127860546112}"
1965,marine mammal,0.5135717391967773,"[1875.15576171875, 530.9470825195312, 2114.966796875, 930.5619506835938]",2,"{'marine mammal': 0.5135717391967773, 'whale': 0.3869238495826721}"
1995,marine mammal,0.610106885433197,"[1835.429443359375, 418.52197265625, 2140.286865234375, 901.80615234375]",2,"{'marine mammal': 0.610106885433197, 'whale': 0.05214099586009979}"
1995,whale,0.06261946260929108,"[2037.676025390625, 823.5602416992188, 2141.202392578125, 902.6134643554688]",1,{'whale': 0.06261946260929108}
2010,marine mammal,0.1877129226922989,"[1820.7615966796875, 358.820068359375, 2127.66748046875, 856.5822143554688]",1,{'marine mammal': 0.1877129226922989}
2025,marine mammal,0.7504743337631226,"[1791.9576416015625, 382.376953125, 2090.059814453125, 871.7056274414062]",1,{'marine mammal': 0.7504743337631226}
2040,marine mammal,0.5565363168716431,"[1780.226806640625, 432.41180419921875, 2055.895751953125, 924.7457885742188]",2,"{'marine mammal': 0.5565363168716431, 'whale': 0.36755886673927307}"
2055,whale,0.6063065528869629,"[1769.72509765625, 484.4817810058594, 1994.9122314453125, 942.208984375]",2,"{'whale': 0.6063065528869629, 'marine mammal': 0.3460303246974945}"
2055,whale,0.07686015963554382,"[1922.7532958984375, 909.5974731445312, 2036.7987060546875, 983.7350463867188]",1,{'whale': 0.07686015963554382}
2085,marine mammal,0.6994134187698364,"[1763.573486328125, 556.2127075195312, 2033.4573974609375, 1052.517822265625]",2,"{'marine mammal': 0.6994134187698364, 'whale': 0.1559155285358429}"
2100,marine mammal,0.09154821187257767,"[1764.8038330078125, 512.7755737304688, 2047.9420166015625, 1004.7437133789062]",1,{'marine mammal': 0.09154821187257767}
2115,marine mammal,0.49257808923721313,"[1774.2586669921875, 490.8307189941406, 2053.355712890625, 1027.121337890625]",2,"{'marine mammal': 0.40902435779571533, 'whale': 0.0729881078004837}"
2130,marine mammal,0.6958996057510376,"[1752.74462890625, 472.1199645996094, 2041.2811279296875, 1036.919189453125]",2,"{'marine mammal': 0.6958996057510376, 'whale': 0.11354878544807434}"
2145,marine mammal,0.37345820665359497,"[1733.0859375, 448.2917175292969, 2055.597900390625, 1051.7984619140625]",1,{'marine mammal': 0.05823193117976189}
2145,marine mammal,0.06358511745929718,"[1807.2901611328125, 490.9201354980469, 1954.6116943359375, 846.1674194335938]",1,{'marine mammal': 0.06358511745929718}
2160,marine mammal,0.05006531625986099,"[1738.887451171875, 419.6260986328125, 2126.3408203125, 1071.7794189453125]",1,{'marine mammal': 0.05006531625986099}
2175,marine mammal,0.06258758902549744,"[1778.6976318359375, 446.5603942871094, 2148.6494140625, 1211.5423583984375]",1,{'marine mammal': 0.06258758902549744}
2190,marine mammal,0.07608114928007126,"[1833.9547119140625, 470.63482666015625, 2131.852294921875, 1188.60791015625]",2,"{'marine mammal': 0.07608114928007126, 'whale': 0.05787813663482666}"
2235,whale,0.18409717082977295,"[1864.0828857421875, 701.9064331054688, 2014.2242431640625, 932.6581420898438]",1,{'whale': 0.18409717082977295}
2235,marine mammal,0.14030185341835022,"[1823.5960693359375, 743.8317260742188, 2153.3876953125, 1691.44970703125]",1,{'marine mammal': 0.14030185341835022}
2235,marine mammal,0.05610332638025284,"[1828.569580078125, 704.3073120117188, 2048.875, 1266.502197265625]",1,{'marine mammal': 0.05610332638025284}
2250,whale,0.06810460984706879,"[1861.37255859375, 719.5784912109375, 2012.8399658203125, 946.7684326171875]",1,{'whale': 0.06810460984706879}
2250,marine mammal,0.06468310952186584,"[1799.302734375, 729.8380737304688, 2171.869873046875, 1786.86962890625]",1,{'marine mammal': 0.06468310952186584}
2265,marine mammal,0.10771241784095764,"[1825.5242919921875, 1200.8360595703125, 2191.168701171875, 1924.7808837890625]",1,{'marine mammal': 0.05652112141251564}
2265,marine mammal,0.10490147024393082,"[1867.348876953125, 748.1574096679688, 2020.4609375, 1084.186279296875]",2,"{'marine mammal': 0.10490147024393082, 'whale': 0.09643638134002686}"
2280,whale,0.1586478352546692,"[1868.0299072265625, 780.8739624023438, 2002.8101806640625, 1200.2559814453125]",2,"{'whale': 0.1586478352546692, 'marine mammal': 0.1337011605501175}"
2295,whale,0.1185787245631218,"[1864.1246337890625, 842.4820556640625, 2008.4520263671875, 1270.9305419921875]",2,"{'whale': 0.1185787245631218, 'marine mammal': 0.11812654137611389}"
2325,marine mammal,0.09260039776563644,"[1871.3017578125, 979.61279296875, 2024.1787109375, 1418.6488037109375]",1,{'marine mammal': 0.09260039776563644}
2340,marine mammal,0.0692257508635521,"[1872.7320556640625, 978.9537963867188, 2011.3216552734375, 1409.26806640625]",1,{'marine mammal': 0.0692257508635521}
2355,marine mammal,0.2472044825553894,"[1871.4459228515625, 963.4312133789062, 2012.4268798828125, 1407.0784912109375]",1,{'marine mammal': 0.2472044825553894}
2370,marine mammal,0.22365164756774902,"[1883.31640625, 1082.0145263671875, 2005.37158203125, 1374.2032470703125]",1,{'marine mammal': 0.22365164756774902}
2400,marine mammal,0.1364263892173767,"[1883.482177734375, 1009.5611572265625, 1976.461669921875, 1190.0760498046875]",1,{'marine mammal': 0.1364263892173767}
